,Topic,Feedback Comment,Contextual_Subtopic,Granular_Subtopic,Severity,Sentiment
8413,Bug,Urdu translation not working,General Bug,General Bug - Urdu Translation Not Working,Medium,Negative
8414,Feature,"Use AI to filter all hadees from all books, regarding or related to my question or my topic.",General Feature,General Feature - Hadees AI Filtering Request,Low,Neutral
8415,Slow,Users experience needs to move more improve,General Slow,General Slow - App Performance Improvement,Medium,Negative
8416,Feature,"Users should be able to search specific ayats by number in a surah. For example, if I want to visit ayat number 130 of surah baqarah, I should be able to get there without having to scroll all the way down for 5 minutes. Thank you.",Quran Reading Features,Quran Reading Features - Ayat Number Search Request,Low,Neutral
8417,Other,"Very easy interface, fast and accessible with multiple benefits. May Allah SWT bless you with more. Aameen",General Other,General Other - Positive Feedback on Interface,Low,Positive
8418,Feature,"Very easy to use
Suggested to give option of more than 1 last seen or bookmark type thing.",Quran Reading Features,Quran Reading Features - Bookmark Feature Request,Low,Positive
8419,Feature,Video tutorial step by step . How to use different features of the app either in the app or YouTube.,General Feature,General Feature - Video Tutorial Request,Low,Neutral
8420,Feature,"Watch the application named Quranly, because it shows the Quran verse by verse , if you are not with wadu , you can easily read quran from it.",General Feature,General Feature - Quran Verse Display Request,Low,Neutral
8421,Feature,We can start automatic scrolling just by clicking once not by taping on it and select the number everytime,Quran Reading Features,Quran Reading Features - Automatic Scrolling Enhancement,Low,Neutral
8422,Bug,we cant  search hadees by keyword or hadees number . it does nt work at all . we need to scroll down to search hadees by number,Search Functionality,Search Functionality - Hadees Search Not Working,Medium,Negative
8423,Feature,"We cant find directly ayat 
If we have need to ayat no. 156 then need to scroll the full pegs 
Thank you",Search Functionality,Search Functionality - Quran Ayat Search Issues,Medium,Negative
8424,Feature,We cant search the hadees with its number please do it will add up much ease jazakallah khair,Search Functionality,Search Functionality - Hadees Search Feature Request,Low,Neutral
8425,Bug,"we have 2 keep looking at the screen during the Tilawat, bc don't know when The Qari sb started from some other verses, that is so annoying, n it happen with all of them I listened n from anywherefrom the Quran (I mostly listen Ghamadi n then checked with",Audio Playback Issues,Audio Playback Issues - Qari Verse Start Notification,Medium,Negative
8426,Feature,We should choose Chapter Name of hadith and when searching one specific hadith we should be able to forward it or backward it,General Feature,General Feature - Hadees Search Navigation,Low,Neutral
8427,Feature,When a specific hadith is searched with it's numbering. It doesn't show it's status whether it's sahih or zaeef.. i didn't came across the feature maybe you've already added.. Allah knows better,General Feature,General Feature - Hadees Status Display Request,Low,Neutral
8428,Feature,"When a surah opened. I cant go directly to an ayat. For example i have ayat no. 05 on screen and i want to go to ayat No. 110 directly, i have to scroll all the way down the ayaaat one by one, there is no option to go to that specific ayat.",Quran Reading Features,Quran Reading Features - Direct Ayat Navigation Request,Medium,Negative
8429,Feature,"When I am reading Quran and I close app without creating a bookmark, then I could not find that part again unless I remember soora name and ayat number, even then I have to scroll. In my humble opinion, app should keep track of readers last viewed history",Quran Reading Features,Quran Reading Features - Last Viewed History Request,Medium,Neutral
8430,Feature,"When I bookmark my daily reading,  how can I go back to the same ayah.
Right now I have to scroll down to get to that ayah which is very inconvenient",Quran Reading Features,Quran Reading Features - Bookmark Navigation Issues,Medium,Negative
8431,Bug,"When I leave recitation at a certain place, some times it not shows the right place where left.
Please look at it.",General Bug,General Bug - Recitation Position Tracking Issue,Medium,Negative
8432,Bug,"When I open the detail of any ayah for example ayah 10, then Aya 15 will appear..it will jump 5 ayas",General Bug,General Bug - Ayah Navigation Issues,Medium,Negative
8433,Bug,"When i opt to share tafseer from Quran, the entire text is not copied to clipboard and large text is left behind. Copy option is also missing in the App. This issue MUST be fixed please.",Text/Font Errors,Text/Font Errors - Tafseer Copying Issues,Medium,Negative
8434,Bug,When i put Hadith no. No result found why?,Search Functionality,Search Functionality - Hadees Search Issues,Medium,Negative
8435,Bug,When I search the hadees in this feature it doesn't show me the hadees,Search Functionality,Search Functionality - Hadees Search Issues,Medium,Negative
8436,UI,"When I switch off the tafseer and translation, i would like to see the Qur'an in a more friendly reading format.just like quran.com does when you switch off everything",Visual Design,Visual Design - Quran Reading Format Request,Low,Neutral
8437,Bug,"When i touch on meanings or lugat of ayat after coming back to translation and tafseer the surah or chapter start from beginning not from where I am reading ,
To get back to where I am reading I have to use every time bookmark .",General Bug,General Bug - Navigation Issue in Tafseer,Medium,Negative
8438,Bug,When I type Aya in search bar I cannot find it,Search Functionality,Search Functionality - Quran Ayat Search Issues,Medium,Negative
8439,Bug,"When i zoom in the quran, certain ahraab gets out of the view.
Also please add Qari Yasser Al Dassari qirat if possible",Text/Font Errors,Text/Font Errors - Quran Zoom Display Issues,Medium,Neutral
8440,Bug,"When listening Quran in Arabic with urdu translation and tafseer
The next ayaat view go to bottom part of tafseer instead of start part of Arabic

I need to stop, scroll up to arabic part and restart the ayaat 

1st ayat [view starts from here]
Translatio",Audio Playback Issues,Audio Playback Issues - Quran Ayat Navigation Problem,Medium,Negative
8441,UI,When listing and reading Quran at same time the large ayat is not completely visible. To make the visiblty we have to scroll up.,Visual Design,Visual Design - Quran Ayat Visibility Issue,Medium,Negative
8442,Feature,"When reading quran from 15 line quran, the scrolling speed can only be increased or stopped. There is no option to decrease the scrolling speed. This option should also be there to improve reading experience.
JazakAllah",Quran Reading Features,Quran Reading Features - Scrolling Speed Adjustment Request,Low,Neutral
8443,Bug,When u end recitation than if you want to start again next day or so sometime you have to start surah again from begging.,Audio Playback Issues,Audio Playback Issues - Recitation Restart Problem,Medium,Negative
8444,Feature,When v search a specific Hadith than it pops up only.... We cannot move to next or previous Hadith directly than..... Plez make it easy,General Feature,General Feature - Hadees Navigation Issues,Medium,Negative
8445,Feature,"When we listen the tilawat in audio 
It is not comfort to hearing pressure and obstacle at the end of each ayah.
Please try to improve it 
Very best translation and change able font everything 
Please improve the recommend issue",General Feature,General Feature - Audio Playback Improvement,Low,Neutral
8446,Feature,"When we open app it should ask for ""start from last read page"". It's difficult to remember and takes time to find last read page.",Quran Reading Features,Quran Reading Features - Last Read Page Reminder,Low,Neutral
8447,Bug,"When we open hadees by searching through keyword, it can not be translated into more than one language or to say in another language. 

Although this problem does not occur when we open hadees after searching through hadees number. In this case, translati",Search Functionality,Search Functionality - Hadees Translation Issues,Medium,Negative
